project_name,station,yyyy-mm-dd hh:mm:ss,Longitude [degrees_east],Latitude [degrees_north],총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[mg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
해양환경측정망,완도연안3_환경관리,43686.54167,126.85611,34.36778,167.3,32.27,23.69,5.52,3.2,8.03,32.77,444.6,6.6,9.2,29.9,2.7,37,1.5,0.5,23.7
해양환경측정망,완도연안4_환경관리,43686.49306,126.73889,34.24444,180.1,32.81,20.45,0.89,3.2,8.03,33.01,221.3,8.7,9.6,45.4,2.5,54.5,1.76,0.4,20.9
해양환경측정망,완도연안5_환경관리,43686.57639,127,34.38944,141.8,32.53,22.85,2.3,9.9,8.05,32.88,68.4,0,1.5,1.5,3.6,2.2,1.36,0.7,19.2
해양환경측정망,완도연안H1_항만,43686.46528,126.7519444,34.32194444,200.7,32.37,22.75,0.28,11.4,7.2,8.03,377,4.7,5.5,13.7,2,19.3,1.18,0.9,26.3
해양환경측정망,울산연안1_환경관리,43706.60208,129.47667,35.52056,117.4,32.01,24.96,1.74,11.1,7.44,7.96,97.5,0.3,1.5,1.8,7,2.1,1,0.1,11.1
해양환경측정망,울산연안10_환경관리,43707.42986,129.38333,35.44861,142.7,32.21,23.15,1.48,18.8,6.68,8.14,201.4,4.8,10.1,47.3,4.2,93.6,0.83,41.4,18.8
해양환경측정망,울산연안11_환경관리,43707.06111,129.35139,35.46111,259.6,31.56,24.29,1.84,33.6,6.24,8.1,414.8,7.4,21.9,97.2,3,159.7,1.07,55.1,33.6
해양환경측정망,울산연안12_환경관리,43707.50486,129.37111,35.42139,183.6,32.68,22.14,1.02,19.9,6.11,8.14,307,5.7,12.3,58.8,4,84,0.83,19.4,19.9
해양환경측정망,울산연안2_환경관리,43706.68403,129.40778,35.445,121.8,32.05,24.77,3.32,16.2,7.65,8.2,115.1,0.8,2.5,4.9,6,6,0.91,0.3,16.2
해양환경측정망,울산연안3_환경관리,43706.70556,129.39861,35.47806,215.2,30.89,24.81,4.46,29.6,7.36,8.02,264.6,6.1,11.7,56.1,3.5,97.9,1.27,35.7,29.6
해양환경측정망,울산연안4_환경관리,43707.3875,129.385,35.51972,565.9,29.88,24.47,4.84,98.2,5.35,7.99,895.6,22.2,59.6,180.5,2.5,370.2,1.72,167.4,98.2
해양환경측정망,울산연안5_환경관리,43706.71181,129.39667,35.49278,291.7,30.55,24.79,4.95,41.1,7.09,8.08,379,8.8,20.9,77.4,2.8,162.6,1.81,76.4,41.1
해양환경측정망,울산연안6_환경관리,43707.39236,129.39167,35.51111,443,29.69,24.31,4.4,76.5,6.66,8.03,683,16.2,51.8,114.3,2.5,299.4,1.62,169,76.5
해양환경측정망,울산연안7_환경관리,43707.40278,129.38306,35.49944,450.9,31.43,24.15,2.22,53.5,5.61,8.04,508.1,14,31.1,99.8,2.8,271.1,1.62,157.3,53.5
해양환경측정망,울산연안8_환경관리,43707.41042,129.37167,35.49889,560.9,30.73,24.6,1.62,61.3,4.84,8.01,555.3,16.9,38.9,100.9,2,379.4,1.22,261.6,61.3
해양환경측정망,울산연안9_환경관리,43706.69444,129.39667,35.45806,191.2,31.44,24.81,4.52,26.7,7.58,8.18,190.6,4,6.3,37.5,4.5,59.4,1.44,17.9,26.7
해양환경측정망,울산연안H1_항만,43707.37847,129.3786111,35.51916667,458.9,26.81,23.78,3.18,6.6,5.35,7.97,813.6,20.1,56.8,155.8,2,345.2,1.65,169.4,79.2
해양환경측정망,월포연안1_연안,43689.58333,129.4002778,36.20166667,142.8,33.25,24.8,0.89,7.1,8.13,7.98,31.2,0.4,0,2.2,9,3.2,1.52,0.6,12.7
해양환경측정망,월포연안2_연안,43689.60278,129.3972222,36.24916667,126.7,33.29,24.43,0.7,9.5,8.37,8.21,21.2,0.1,0.1,2.4,9.8,2.5,1.07,0,11.1
해양환경측정망,인천연안1_환경관리,43679.74375,126.56111,37.59167,1093.1,26.61,26.46,1.21,52.8,6.42,7.65,1075.1,61.4,73.1,535.2,0.8,887.6,1.36,291,112.5
해양환경측정망,인천연안10_환경관리,43680.61111,126.52778,37.36667,645.7,29.47,26.5,1.76,17.3,5.99,7.8,892.9,31.6,60.4,204.8,0.7,458.5,1.98,222.1,80.7
해양환경측정망,인천연안11_환경관리,43681.43542,126.5225,37.30917,442.1,30.57,25.09,1.7,14.2,6.59,7.91,598,14.9,37,97.6,1.8,239.4,1.28,126.9,55.6
해양환경측정망,인천연안12_환경관리,43680.59028,126.44056,37.3575,560.6,30.33,24.96,3.58,12.3,6.64,7.84,832.2,23.5,52.6,152.8,1.4,426.8,2.77,250.4,71.1
해양환경측정망,인천연안13_환경관리,43680.57292,126.35333,37.32639,328.8,30.97,23.69,2.16,8,7.13,7.9,455.8,11.5,26.3,79.1,1.8,219.9,2.64,129.3,41.3
해양환경측정망,인천연안14_환경관리,43680.55903,126.28333,37.29667,290.2,31.03,23.16,1.64,17.8,7.25,7.91,382.5,11.1,22.2,74.7,2.1,136,1.52,50.1,34.7
해양환경측정망,인천연안15_환경관리,43682.48958,126.40333,37.27667,348.8,30.47,24.39,1.77,25.8,6.76,7.93,497.9,12.7,33.5,86.1,1.2,195.7,1.47,96.9,47.9
해양환경측정망,인천연안16_환경관리,43681.40069,126.59722,37.32278,492.7,30.15,25.6,2.5,9.3,6.41,7.87,761.4,17.7,48,115.2,1.2,297.5,1.2,164.6,67
해양환경측정망,인천연안17_환경관리,43681.4125,126.56056,37.3,449.4,30.45,25.22,1.85,12.3,6.35,7.88,693.7,15.7,42.5,103.6,1.1,258.4,1.41,139.1,60.1
해양환경측정망,인천연안18_환경관리,43681.45764,126.46444,37.31944,469.2,30.72,24.61,2.25,12.5,6.62,7.86,666.2,17.6,42.2,114.2,1.1,286.8,1.39,155.1,59.4
해양환경측정망,인천연안19_환경관리,43681.35625,126.55556,37.35194,377.9,29.9,24.97,1.79,17.2,6.66,7.9,554.5,14.2,39.5,102.6,2.3,222.9,1.34,106.2,49.2
해양환경측정망,인천연안2_환경관리,43680.44792,126.58611,37.5375,850.3,25.74,26.65,2.01,124.5,6.3,7.72,1108.7,60.4,74.8,460,0.8,748.7,2.85,228.4,105.1
해양환경측정망,인천연안20_환경관리,43681.52083,126.5325,37.33556,408.4,30.17,26.19,3.26,9.5,6.36,7.88,780.1,18.1,48.9,115.7,1.2,303.9,1.57,170.1,59.6
해양환경측정망,인천연안21_환경관리,43681.44306,126.50333,37.315,444.8,30.7,24.91,1.6,19,6.65,7.92,547.9,13.6,33.5,90.6,1,213.6,1.22,109.4,59.8
해양환경측정망,인천연안22_환경관리,43681.5125,126.55667,37.31944,466.4,30.13,26.26,3.26,8.8,6.45,7.87,735.5,17.2,46.5,113.4,1.1,278.9,1.5,148.3,63.5
해양환경측정망,인천연안23_환경관리,43681.42639,126.50528,37.27639,428.4,30.5,24.85,2.61,9.8,6.57,7.89,661.4,15.1,39.2,102.9,1.4,244.2,1.44,126.2,56.9
해양환경측정망,인천연안3_환경관리,43680.46181,126.58472,37.50667,958.2,26.81,26.52,1.31,71.8,6.33,7.75,1065.1,53.3,70.1,390.3,0.8,696.7,2.02,253.1,111.6
해양환경측정망,인천연안4_환경관리,43680.48264,126.57361,37.46528,910.2,28.01,26.6,1.54,110.3,6.39,7.76,1001.7,45.8,68.1,309.6,0.8,633.3,2.9,277.9,108
해양환경측정망,인천연안5_환경관리,43680.49444,126.56667,37.41667,833.9,28.58,26.53,1.7,104,6.65,7.77,974.9,40.8,65.9,263,0.8,578.4,2.34,274.7,113.3
해양환경측정망,인천연안6_환경관리,43680.62917,126.60139,37.375,570.7,29.91,26.54,3.65,14.5,6.83,7.82,868.2,20,54.8,132.8,1,343.9,1.12,191.1,75.6
해양환경측정망,인천연안7_환경관리,43681.38472,126.66111,37.34167,649.8,29.62,26.33,3.05,30.3,6.69,7.81,906.1,24.1,66.4,148.3,1,392.2,2.03,219.8,104.7
해양환경측정망,인천연안8_환경관리,43681.39375,126.63194,37.32361,637,29.81,25.91,2.44,11.7,6.52,7.83,870,21.5,61.2,135.8,1.1,355.4,1.54,198.2,97.2
해양환경측정망,인천연안9_환경관리,43681.36597,126.57222,37.33889,505.7,30.33,25.1,1.97,24.3,6.24,7.88,720,17.1,47.6,112.7,0.9,289.4,1.63,159.6,67.5
해양환경측정망,인천연안H1_항만,43680.47153,126.6105556,37.46666667,936,25.85,26.35,2.34,8.7,5.48,7.74,1027.2,49.3,75.7,366.4,1.8,720.5,0.96,304.8,91.5
해양환경측정망,전주포연안1_연안,43686.61806,126.5,35.87694444,224.2,30.42,28.21,6.84,8,7.81,8.07,434.7,0.9,17.6,2.5,2.1,21.5,1.53,18.1,50.3
해양환경측정망,전주포연안2_연안,43686.60069,126.4333333,35.8375,204.5,31.07,27.59,2.67,2.3,7.66,8.17,291.2,0.3,8.9,1.4,2.2,3.9,1.15,2.3,34.3
해양환경측정망,전주포연안3_연안,43686.56944,126.3777778,35.77083333,197.4,31.01,27.03,2.96,15.5,7.98,8.2,232.4,0.4,7.2,1.3,2,2.6,1.9,0.9,31
해양환경측정망,전주포연안4_연안,43686.77639,126.5,35.7375,226,30.78,27.92,5.84,13.3,7,8.07,408.8,1,14.8,1.6,1,20.7,1.84,18.1,45.2
해양환경측정망,전주포연안5_연안,43686.79167,126.5,35.68611111,239.1,30.88,28.24,4.08,4.5,8.31,8.19,363.6,0.9,14.4,1.6,1.2,3.2,1.37,0.6,48.4
해양환경측정망,전주포연안6_연안,43687.24653,126.4416667,35.61666667,225.9,30.97,26.53,3.09,6.7,6.38,8.1,431.3,1.6,20.8,5.3,3.3,28.1,2.12,21.2,43.2
해양환경측정망,전주포연안7_연안,43686.54931,126.4747222,35.78583333,221.2,30.77,27.24,3.76,5,8.46,8.24,236.3,0.4,5.1,1.4,2.5,1.9,1.2,0,34.9
해양환경측정망,전주포연안8_연안,43686.63333,126.4969444,35.935,298.5,30.22,27.4,3.07,11,5.6,7.95,586.2,4.7,29.7,20.3,1.6,95,1.18,70,51.4
해양환경측정망,제주연안1_연안,43690.42708,126.5327778,33.52694444,173.1,30.77,27.11,0.13,5.2,8.16,8.18,438.8,2.2,5.8,4.2,6.7,15.4,1,8.9,13.2
해양환경측정망,제주연안2_연안,43690.40486,126.4277778,33.50055556,133.9,31.04,26.91,0.23,3,8.06,8.18,337.1,1.7,2.8,1.9,16.3,3.7,1.64,0.1,7.7
해양환경측정망,제주연안3_연안,43690.46458,126.5683333,33.53388889,87.6,31,27.33,0.15,4.7,8.16,8.2,347,1.2,2.7,1.9,14.6,3.3,1.8,0.2,5.3
해양환경측정망,제주연안H1_항만,43690.43403,126.54,33.52611111,206.6,30.82,27.1,6.9,9.35,7.05,8.13,431.5,1.8,5.9,4.8,10.5,17.1,1.88,10.6,9.7
해양환경측정망,제주연안H2_항만,43690.45347,126.5305556,33.52722222,380.9,30.75,26.91,17.1,10.9,7.69,8.13,1023.5,2.6,17.6,17.2,3.2,42.6,2.04,22.9,25.3
해양환경측정망,조천연안1_연안,43690.52431,126.8555556,33.5375,133.5,31.31,26.78,0.11,7.6,7.49,8.17,278.6,0.8,2.7,1.1,12.6,2.2,1.98,0.3,7.7
해양환경측정망,조천연안2_연안,43690.49861,126.7327778,33.57388889,143.3,31.14,27.22,0.18,7.6,7.12,8.21,178.5,0.1,2.3,0.7,20.2,1.6,1.8,0.8,7.4
해양환경측정망,조천연안3_연안,43690.48472,126.6663889,33.56055556,117.5,31.08,27.34,0.15,6.6,7.15,8.19,304.4,1.1,3.5,1.1,17.1,2.4,2.14,0.2,5.4
해양환경측정망,주문진연안1_연안,43686.52083,128.8375,37.88583333,86.5,32.79,26.52,0.86,6.3,7.68,8.07,117.3,1.4,4.1,1.8,6.9,8.7,0.85,5.6,9
해양환경측정망,주문진연안2_연안,43686.51042,128.8466667,37.88777778,94.2,32.75,26.44,1.02,6.6,7.76,8.05,120.6,1.7,5.2,0.8,7.9,5.6,1.1,3.2,9.3
해양환경측정망,주문진연안3_연안,43686.47917,128.8522222,37.89416667,97.1,33.13,25.1,0.9,5.8,7.79,7.99,109.2,2.1,5.1,0.3,9,2.5,1.49,0.1,9
해양환경측정망,주문진연안4_연안,43686.46875,128.8525,37.91888889,88.4,33.05,25.77,0.44,6.4,7.61,8.15,102.5,2,5.3,0.4,13.2,2.4,1.58,0.1,6.8
해양환경측정망,주문진연안5_연안,43686.54514,128.8741667,37.86111111,107.2,32.67,26.7,0.71,8.4,7.74,8.19,123.5,0.3,2.1,0.9,10.8,6.5,1.09,5.3,7.9
해양환경측정망,주문진연안H1_항만,43686.52778,128.8313889,37.89055556,266,32.4,25.28,2.6,6.2,6.32,8.06,374.5,4.2,21.9,49.5,3,124.8,1.34,71.1,41.6
해양환경측정망,죽변연안1_연안,43682.61806,129.4258333,37.08166667,94.1,33.74,21.18,1.17,8.8,10.4,8.26,102.4,0,1,1.5,5.5,1.8,1.52,0.3,15
해양환경측정망,죽변연안2_연안,43682.63194,129.3988889,37.09861111,99.7,33.74,22.72,0.67,20.1,9.77,8.23,90.4,0.4,0.7,1.4,6.8,1.9,1.3,0.1,12.7
해양환경측정망,죽변연안3_연안,43682.57986,129.4313889,36.97472222,120.8,33.5,22.15,0.87,12.7,10.24,8.29,105.2,0.1,1.9,2.1,6.8,5.1,1.5,2.9,11.8
해양환경측정망,죽변연안4_연안,43682.55903,129.4347222,36.94666667,118.2,33.65,21.35,0.65,11.4,10.27,8.29,121.2,0.4,1.5,10.3,6.2,11,1.17,0.3,13.8
해양환경측정망,죽변연안5_연안,43682.65069,129.4022222,37.12138889,120.3,33.71,21.96,0.54,6.6,9.59,8.08,82.9,0.3,0.7,1.1,8.8,1.5,1.57,0.1,11.6
해양환경측정망,죽변연안6_연안,43682.64236,129.4022222,37.10944444,129.3,33.57,23.78,0.64,11.3,9.69,8.25,85.3,0,0,0.8,6.2,1.5,1.57,0.7,11.7
해양환경측정망,죽변연안H1_항만,43682.60417,129.4230556,37.05638889,127.6,33.64,23.29,2.53,9.7,10.29,8.26,102.4,0,2.4,1,4,2.3,1.9,1.4,16.9
해양환경측정망,진도연안1_연안,43685.62153,126.2263889,34.59583333,251.6,32.08,22.38,0.45,9.2,7.21,7.79,321.3,5.9,15.2,85.2,1.3,91.3,0.83,0.1,24.1
해양환경측정망,진도연안2_연안,43703.52778,126.4269444,34.48722222,179.8,32,24.91,4.54,12.4,8.95,8.29,79,0.5,4.4,5.5,1.5,6.3,1.07,0.3,17.5
해양환경측정망,진도연안3_연안,43703.51042,126.3938889,34.34777778,180.5,32.05,24.61,0.93,8.4,9.33,8.33,39.2,0.4,2.8,2.1,2.5,7.2,0.91,4.8,12.3
해양환경측정망,진도연안4_연안,43703.49306,126.3022222,34.34138889,186.4,32.02,24.35,0.57,8.3,8.83,8.25,56.9,0.2,4.7,2.9,2.2,6.6,0.86,3.5,12.9
해양환경측정망,진주만1_연안,43692.725,128,34.95388889,140.8,31.72,26.11,3.18,6,7.16,8.11,282,1.2,15.1,4.7,2.1,16,1.27,10.2,31.2
해양환경측정망,진주만2_연안,43692.7,127.9366667,34.8775,215.3,30.79,28.84,4.52,25.1,11.03,8.47,61,0.1,5.7,1.4,1,7.8,4.81,6.2,54.8
해양환경측정망,진해만1_환경관리,43695.37153,128.76667,35.03333,146.4,31.72,26.07,2.36,21.2,7.86,8.26,125.3,1.3,4.4,3.3,6.2,13.9,1.79,9.4,21.2
해양환경측정망,진해만2_환경관리,43695.59722,128.62083,35.10194,284.4,31.31,26.73,6,33.5,9.11,8.32,152,3,7.2,21.9,3.3,84.6,1.67,59.7,33.5
해양환경측정망,진해만3_연안,43694.45694,128.485,35.08611111,155.6,31.58,27.6,1.7,5.3,8.5,8.22,41.9,0.4,3.8,1.1,5.1,13,1.91,11.6,19.7
해양환경측정망,진해만4_연안,43694.48264,128.4166667,35.05,272.8,31.09,27.96,1.32,6.3,7.47,8.07,599,1.2,14.9,3.9,1.4,23.9,1.27,18.9,42.1
해양환경측정망,진해만5_연안,43694.59028,128.4341667,34.9,173.2,31.73,29.83,3.58,5,8.83,8.2,142,0.2,4.8,1.2,3.1,13.7,1.07,12.3,20.8
해양환경측정망,진해만6_연안,43694.63611,128.6058333,34.91305556,172.2,31.45,28.13,2.78,6.5,10.13,8.33,25.1,0.1,0.8,1.2,4.1,11.4,2.42,10.2,19.4
해양환경측정망,진해만7_연안,43694.51597,128.5172222,35.04611111,149.8,31.6,27.73,1.83,3.4,7.97,8.22,64.4,0.2,4.5,1.6,12.9,4.6,0.96,2.7,16.4
해양환경측정망,진해만8_연안,43694.52986,128.5377778,35.00194444,147.1,31.7,28.07,0.48,3.2,7.99,8.22,28.7,0.1,1.8,1,11.1,14.4,0.88,13.3,13.1
해양환경측정망,진해만9_연안,43694.5625,128.4741667,34.96888889,165.7,31.74,28.52,0.56,3.1,7.89,8.2,26.2,0.1,2.1,0.6,9.6,15.1,1.28,14.4,13.9
해양환경측정망,천수만1_연안,43685.55556,126.4055556,36.59166667,261.7,31.09,28.22,5.24,9.2,8.53,8.2,154.4,0.3,15,1.4,2,60.9,2.54,59.2,63.1
해양환경측정망,천수만2_연안,43685.58194,126.4522222,36.53138889,238.9,31.19,28.12,4.32,6.7,8.85,8.19,280.3,0.9,15.3,2,1.9,16.2,2.54,13.2,46.7
해양환경측정망,천수만3_연안,43685.59583,126.465,36.4725,273.3,31.2,27.18,4.96,16.2,7.27,8.06,359.5,1.4,19.8,4,1,46.5,1.99,41,45.1
해양환경측정망,천수만4_연안,43685.65625,126.4838889,36.42555556,244.8,31.28,27.14,3.28,6.8,7.02,8.04,327.2,1.6,15.4,7.1,2.5,31.3,1.85,22.7,36
해양환경측정망,천수만5_연안,43685.62708,126.465,36.38416667,213.3,31.35,26.52,3.32,6.5,6.99,8.03,299.5,1.7,15.1,6.5,2.9,27.7,1.67,19.6,35.6
해양환경측정망,천수만6_연안,43685.5875,126.4613889,36.50583333,293.1,31.24,27.42,5,8,7.63,8.12,429.4,1.4,22.8,4.6,1.8,42.3,2.57,36.4,56.3
해양환경측정망,천수만7_연안,43685.60556,126.4708333,36.44861111,257.5,31.23,27.34,5.36,7.2,8.6,8.15,256.8,0.8,15.9,2,2.4,26.7,2.73,24,44.1
해양환경측정망,축산연안1_연안,43703.61111,129.4563889,36.51333333,131.3,32.2,27.09,0.18,4.3,6.69,8.04,103.7,0.2,0,1.3,12,1.7,1.39,0.1,8.2
해양환경측정망,축산연안2_연안,43703.60069,129.4997222,36.53444444,114.6,32.35,26.85,0.19,3.4,7.31,8.17,72.3,0.9,0.4,14.3,12,15.4,0.96,0.2,6.1
해양환경측정망,축산연안H1_항만,43703.62361,129.4486111,36.51,68.8,32.36,26.43,0.52,7,7.09,8.12,109.6,0,1.1,2.2,12,2.3,1.22,0.1,6
해양환경측정망,태안연안1_연안,43684.62917,126.0947222,36.88083333,180,31.72,21.07,4.08,3.1,8.18,8.13,68.8,2.3,4.6,7.4,5.4,15.9,1.45,6.2,17.7
해양환경측정망,태안연안2_연안,43684.65556,126.1411111,36.79,173.1,31.73,22.61,5.48,5.7,8.81,8.17,94.8,0.7,3.8,2.4,2.3,4.7,1.77,1.7,16.2
해양환경측정망,태안연안3_연안,43685.35347,126.2347222,36.63305556,213.4,31.51,25.31,7.28,6.7,8.07,8.15,264.8,0.6,7.5,3,2.2,12.6,2.33,9,31.2
해양환경측정망,태안연안4_연안,43685.38472,126.3166667,36.54916667,241.4,31.41,26.79,7.56,6.5,8.07,8.15,314.7,0.5,10.4,1.8,3.5,5.4,2.46,3.1,39
해양환경측정망,태안연안5_연안,43685.4,126.2883333,36.48666667,209.2,31.67,24.84,6.04,5.7,8.1,8.14,218.7,0.5,5.5,1.2,3,1.8,1.99,0.1,22.3
해양환경측정망,통영연안1_연안,43693.64236,128.4597222,34.85638889,202.1,32.3,26.89,2.94,14.7,6.87,8.11,255.3,2.5,11.7,11.1,2,30.6,0.95,17,29.7
해양환경측정망,통영연안2_연안,43693.62153,128.4463889,34.83305556,198.2,32.42,26.35,2.74,11.9,7.74,8.17,197,2.2,11.9,12.1,4.2,23.3,1,9.1,30.4
해양환경측정망,통영연안3_연안,43693.50069,128.4,34.83027778,234.7,32.32,26.52,1.7,3.3,7.84,8.16,164.7,2.4,15.2,27.2,5.1,49,0.98,19.4,31.9
해양환경측정망,통영연안4_연안,43693.51806,128.3536111,34.85777778,158.9,32.44,26.54,0.74,3.8,7.95,8.18,64.7,1,5.7,1.6,7.8,3.3,0.81,0.7,19.3
해양환경측정망,통영연안H2_항만,43693.62986,128.4375,34.84166667,444.2,32.37,26.22,12.2,13.8,5.99,8.06,203.2,4.1,35.8,17,1.8,159.3,2.26,138.2,87.1
해양환경측정망,통영외안1_연안,43686.46042,128.1316667,34.77361111,147.1,32.03,25.6,0.66,4.2,9.16,8.21,64.2,0.4,0.7,0.6,5.5,1.1,1.65,0.2,13.5
해양환경측정망,통영외안2_연안,43693.53958,128.2947222,34.80972222,114.9,32.38,26.09,0.45,5.1,8.13,8.25,69.4,0.3,1.7,0.8,9.5,1.3,0.84,0.2,12.2
해양환경측정망,통영외안3_연안,43686.42917,128.25,34.7175,147.1,32.26,26.11,0.37,4.7,8.89,8.22,87.3,0.1,0.9,1.1,5.5,6.9,1.32,5.7,10.6
해양환경측정망,통영외안4_연안,43686.35417,128.4430556,34.76638889,168.6,32.8,22.54,2.76,5.6,8.46,8.13,126.6,1.6,4,9.8,4,11.5,2.1,0.1,23.7
해양환경측정망,통영외안5_연안,43686.39167,128.3927778,34.66666667,143.2,32,26.08,0.62,6.8,9.38,8.25,33,0.2,0.2,1.4,4.5,2.1,2.87,0.4,10.7
해양환경측정망,통영외안6_연안,43686.36458,128.4316667,34.75,181.3,32.66,22.43,3.2,4.4,8.26,8.16,122.2,1.7,4,6.8,4,28.3,1.79,19.8,22.7
해양환경측정망,표선연안1_연안,43690.61597,126.7675,33.28083333,144.6,31.3,27.31,0.24,4.1,7.72,8.21,268.1,1.3,1.7,1,15.3,2.6,1.96,0.4,7.7
해양환경측정망,표선연안2_연안,43690.59514,126.8655556,33.32555556,145.8,30.89,27.84,0.17,2.4,8.26,8.23,284,0.3,1.3,0.6,12.2,0.9,1.95,0.1,7.2
해양환경측정망,한림연안1_연안,43690.32986,126.185,33.37611111,126.5,30.99,26.87,0.43,11.1,7.49,8.21,242.8,0.3,0.6,0.6,13,1,1.82,0.1,9.6
해양환경측정망,한림연안2_연안,43690.37292,126.2744444,33.46305556,127,31.06,27.12,0.24,3.4,7.56,8.23,283.6,0.6,2.1,1.1,16.2,1.8,1.2,0.1,9.3
해양환경측정망,한림연안3_연안,43690.30833,126.16,33.29444444,199.4,31.07,26.11,0.44,3.7,7.46,8.18,290.3,1.5,3.6,4.1,10.4,12.4,1.24,6.8,12.2
해양환경측정망,한림연안H1_항만,43690.34861,126.2552778,33.41555556,481.1,31.05,26.82,0.93,6.45,7.09,8.1,510.8,5.5,9.5,24.6,2.8,54.9,2.2,24.7,22.6
해양환경측정망,한림연안H2_항만,43690.35486,126.2597222,33.41805556,387.4,30.9,26.91,0.3,8.2,7.02,8.12,454,4.4,11.1,16,1.5,66.5,1.47,46.1,25.3
해양환경측정망,함평연안1_환경관리,43685.49306,126.36111,35.15278,212.6,31.76,28.04,4.84,9.1,7.29,7.88,151.6,2.3,8.3,15.4,3.2,20.2,1.55,2.5,26.7
해양환경측정망,함평연안2_환경관리,43685.47222,126.29222,35.165,228.9,31.83,27.09,4.68,8,7.37,7.85,186.9,7.8,10.3,56.3,2.8,64.5,1.18,0.4,27.4
해양환경측정망,함평연안3_환경관리,43685.51389,126.36917,35.13,207.2,31.64,29.01,4.06,43.8,7.7,7.89,203.1,0.5,9.4,5.1,3.2,7.2,1.68,1.6,29.5
해양환경측정망,함평연안4_환경관리,43685.52778,126.38389,35.11167,218.4,31.65,29.35,5.62,47.1,7.66,7.87,206.4,0.4,10.1,4.9,3,8.1,1.46,2.8,31.7
해양환경측정망,해남만1_연안,43685.55903,126.3644444,34.72111111,206.5,30.7,24.92,2.6,7.7,10.13,8.2,24.2,0.4,1.9,1.9,1.9,2.8,2.67,0.6,13.6
해양환경측정망,해남만2_연안,43685.57986,126.3436111,34.73888889,187.8,30.33,26.16,2.44,7.6,10.33,8.24,20,0.4,2,1.8,1.9,4.8,2.85,2.6,13
해양환경측정망,행암만1_환경관리,43695.41667,128.69167,35.11833,238.1,31.41,27.04,4.95,37.7,8.27,8.28,181.7,1.1,7.1,2.7,3.2,54.2,2.61,50.3,37.7
해양환경측정망,행암만2_환경관리,43695.42569,128.68056,35.13889,217.6,31.12,28.05,8.75,30.3,9.47,8.34,90.6,0.8,1.6,1.8,2.3,27,3.1,24.4,30.3
해양환경측정망,행암만3_환경관리,43695.43194,128.67972,35.14444,273.2,31.06,27.95,10.65,36.2,11.55,8.43,34,1.6,0,2.5,2.1,16.6,3.46,12.6,36.2
해양환경측정망,행암만4_환경관리,43695.43819,128.68778,35.14611,239.5,31.33,27.49,7.45,31.1,9.45,8.34,87.2,2.8,3.1,6.9,3.6,29.4,3.06,19.7,31.1
해양환경측정망,후포연안1_연안,43703.57153,129.4588889,36.6475,105.4,32.09,26.82,0.19,3.9,7.13,8.14,111.2,0,1,2,15,2.6,1.3,0.5,7.2
해양환경측정망,후포연안2_연안,43703.54375,129.4836111,36.69444444,112,32.34,26.48,0.17,3.2,7.15,8.15,113,0.3,0.2,7.5,15,8.2,0.91,0.4,7.1
해양환경측정망,후포연안H1_항만,43703.55903,129.4577778,36.67833333,74.1,32.37,26.21,0.81,4.75,7.29,8.14,120.2,0,1,2.5,8,8.6,1.33,6,9.7
해양환경측정망,삼덕항H1_항만,43693.56597,128.3811111,34.79527778,195,32.49,25.75,2.5,4.8,7.61,8.2,168.7,2.1,5.5,11,5.6,22.7,0.83,9.6,21.5
해양환경측정망,진해만10_연안,43694.41528,128.6077778,35.02916667,189.6,31.61,26.73,0.98,3.4,8.4,8.26,81.5,0.4,3.1,2.8,10,7.1,0.9,3.8,16.6
해양환경측정망,진해만11_연안,43694.44097,128.5308333,35.08222222,147.5,31.63,27.68,0.53,1.1,8.24,8.25,26.6,0.2,0.8,0.8,13.5,15.5,1.49,14.5,14
해양환경측정망,진해만12_연안,43694.57292,128.4577778,34.94166667,159.1,31.78,28.73,0.74,3.2,7.93,8.18,40,0,1.6,1.1,7.8,14.2,1.17,13.1,15.6
해양환경측정망,진해만13_연안,43694.62153,128.56,34.9375,178.8,31.68,27.9,0.39,3.7,8.14,8.24,34.4,0.3,1.3,1.8,10.3,16.8,1.76,14.7,13.2
해양환경측정망,왕피천하구1_연안,43682.56944,129.4161111,36.97138889,115.9,33.54,21.81,0.68,16.5,10.21,8.3,151.1,0.5,2.6,6.2,4.5,6.8,1.55,0,11.1
해양환경측정망,양양남대천하구1_연안,43685.70972,128.6477778,38.10805556,142.8,23.7,25.56,1.02,7.3,7.86,8.05,438.8,0.4,1.1,52.2,2.4,54,1.88,1.4,6.8
해양환경측정망,삼척오십천하구1_연안,43686.71181,129.1944444,37.43027778,901.6,26.43,25.66,2.03,10.1,8.14,8.16,959.3,4.7,9.2,859,3.7,891.2,1.65,27.4,16.2
해양환경측정망,강릉남대천하구1_연안,43683.54167,128.9566667,37.7675,213.1,33.13,24.64,6,9.6,8.41,8.17,137.1,10.7,9,37.8,4.6,52.2,1.36,3.7,31.5
